x_m,y_m,z_m,cell_volume_m3,U_x_m_per_s,U_y_m_per_s,U_z_m_per_s,T_K,p_m2_per_s2,p_rgh_m2_per_s2,k_m2_per_s2,epsilon_m2_per_s3,nut_m2_per_s,alphat_m2_per_s
7.25,4.25,0.25,0.125,0.0176295,-0.0255336,-0.0102109,300.692,-39.1613,2.44463,9.6253e-05,1.5138e-06,0.000550809,0.000648007
7.75,4.25,0.25,0.125,0.0194638,-0.0253968,-0.00907581,300.69,-39.1612,2.44503,9.38228e-05,1.45685e-06,0.000543809,0.000639771
8.25,4.25,0.25,0.125,0.0191124,-0.0256553,-0.00777585,300.686,-39.1611,2.44556,8.98037e-05,1.36424e-06,0.000532034,0.000625918
8.75,4.25,0.25,0.125,0.0170342,-0.0266663,-0.00645183,300.682,-39.161,2.4463,8.44529e-05,1.24414e-06,0.000515944,0.000606987
9.25,4.25,0.25,0.125,0.0101451,-0.0293919,-0.00525502,300.675,-39.1608,2.44725,7.73927e-05,1.09142e-06,0.000493913,0.000581066
9.75,4.25,0.25,0.125,0.00577512,-0.0349792,-0.00565257,300.667,-39.1604,2.44865,6.89655e-05,9.18087e-07,0.000466254,0.000548525
0.25,4.75,0.25,0.125,-0.0111152,-0.0209384,-0.0111108,300.663,-44.0553,2.44949,7.26724e-05,9.93106e-07,0.000478614,0.000563071
0.75,4.75,0.25,0.125,-0.0185278,-0.0164832,-0.0123314,300.671,-44.0556,2.44818,8.39861e-05,1.23385e-06,0.000514513,0.000605309
1.25,4.75,0.25,0.125,-0.0251137,-0.0146847,-0.0145337,300.677,-44.0556,2.4473,9.36003e-05,1.45169e-06,0.000543155,0.00063901
1.75,4.75,0.25,0.125,-0.0269498,-0.0140088,-0.0165404,300.681,-44.0556,2.4466,0.000100945,1.62588e-06,0.000564054,0.000663601
2.25,4.75,0.25,0.125,-0.0268167,-0.0136054,-0.0185161,300.686,-44.0556,2.44607,0.000106793,1.76924e-06,0.000580157,0.00068255
2.75,4.75,0.25,0.125,-0.0244093,-0.0132599,-0.0203471,300.689,-44.0555,2.44564,0.000111157,1.8788e-06,0.000591886,0.000696351
3.25,4.75,0.25,0.125,-0.020327,-0.0127274,-0.021968,300.692,-44.0554,2.4453,0.00011398,1.95083e-06,0.000599352,0.000705134
3.75,4.75,0.25,0.125,-0.0147833,-0.0119105,-0.0232171,300.695,-44.0553,2.44505,0.000114858,1.97342e-06,0.000601655,0.000707842
4.25,4.75,0.25,0.125,-0.00771402,-0.0108495,-0.0236745,300.696,-44.0553,2.44493,0.000112938,1.92414e-06,0.000596606,0.0007019
4.75,4.75,0.25,0.125,-0.00255084,-0.00982182,-0.0215086,300.694,-44.0554,2.44502,0.000106127,1.7527e-06,0.000578342,0.000680408
5.25,4.75,0.25,0.125,0.0027333,-0.00986641,-0.0215205,300.694,-44.0554,2.44503,0.000106042,1.75051e-06,0.000578143,0.000680163
5.75,4.75,0.25,0.125,0.00787348,-0.0108983,-0.0236937,300.695,-44.0553,2.44494,0.000112861,1.92205e-06,0.000596437,0.00070169
6.25,4.75,0.25,0.125,0.0149434,-0.011951,-0.0232553,300.695,-44.0553,2.44507,0.000114904,1.97448e-06,0.000601808,0.000708009
6.75,4.75,0.25,0.125,0.020493,-0.0127641,-0.0220125,300.692,-44.0554,2.44532,0.000114136,1.95473e-06,0.00059979,0.000705636
7.25,4.75,0.25,0.125,0.0245796,-0.0132953,-0.0203919,300.689,-44.0555,2.44565,0.000111402,1.88494e-06,0.000592561,0.000697131
7.75,4.75,0.25,0.125,0.0269877,-0.0136403,-0.0185588,300.686,-44.0556,2.44608,0.000107106,1.77696e-06,0.000581022,0.000683554
8.25,4.75,0.25,0.125,0.0271176,-0.0140435,-0.0165787,300.681,-44.0556,2.44662,0.000101301,1.63447e-06,0.000565059,0.000664773
8.75,4.75,0.25,0.125,0.0252707,-0.0147202,-0.0145637,300.676,-44.0556,2.44733,9.3975e-05,1.4604e-06,0.000544246,0.000640286
9.25,4.75,0.25,0.125,0.0186577,-0.0165213,-0.0123456,300.67,-44.0556,2.44821,8.43461e-05,1.24178e-06,0.000515616,0.000606602
9.75,4.75,0.25,0.125,0.0112015,-0.020992,-0.0110839,300.663,-44.0553,2.44952,7.29662e-05,9.99133e-07,0.000479582,0.000564206
0.25,0.25,0.75,0.125,0.00882969,-0.0161824,0.0190565,300.665,-0.000380385,2.44723,4.52931e-05,4.88552e-07,0.000377916,0.000444579
0.75,0.25,0.75,0.125,0.0159323,-0.00786388,0.015923,300.662,-0.000519204,2.44711,4.54114e-05,4.90433e-07,0.000378435,0.000445174
1.25,0.25,0.75,0.125,0.0166627,6.90558e-05,0.0107903,300.654,-0.00062211,2.44707,3.88101e-05,3.87443e-07,0.000349883,0.000411564
1.75,0.25,0.75,0.125,0.0082904,0.00881042,0.0064503,300.639,-0.000498068,2.4473,3.00456e-05,2.63835e-07,0.000307945,0.000362303
2.25,0.25,0.75,0.125,-0.00733537,-0.00188091,0.0014363,300.587,-0.000418991,2.44776,9.20774e-06,4.47503e-08,0.000170511,0.000200064
2.75,0.25,0.75,0.125,-0.00232675,-0.00329772,9.62296e-06,300.592,-0.00042404,2.44772,8.51967e-06,3.96671e-08,0.000164686,0.000191419
3.25,0.25,0.75,0.125,-0.00298999,-0.00142771,-9.05093e-05,300.599,-0.000412125,2.44768,7.36557e-06,3.16986e-08,0.000154034,0.000178406
3.75,0.25,0.75,0.125,-0.00109469,-0.000464083,-1.62429e-05,300.597,-0.000412378,2.44769,5.51319e-06,2.05991e-08,0.0001328,0.000156849
4.25,0.25,0.75,0.125,-0.00148439,-0.00152631,-0.000175779,300.596,-0.000417916,2.4477,5.23547e-06,1.63266e-08,0.000151098,0.000120372
4.75,0.25,0.75,0.125,-0.000164344,-0.000717987,-0.000220483,300.604,-0.000397767,2.44766,4.35608e-06,2.21385e-08,7.71413e-05,0.000226674
5.25,0.25,0.75,0.125,0.00113955,-0.00286261,9.49316e-05,300.595,-0.000426555,2.4477,5.55444e-06,1.49183e-08,0.000186124,0.000100462
5.75,0.25,0.75,0.125,0.000570669,-0.000431472,0.000250747,300.597,-0.000413239,2.44769,4.91282e-06,1.6933e-08,0.000128283,0.000142964
6.25,0.25,0.75,0.125,0.0015612,-0.000496621,-0.000304421,300.598,-0.000413855,2.44769,5.50013e-06,2.09042e-08,0.000130243,0.000157566
6.75,0.25,0.75,0.125,0.00323433,-0.00142091,-0.000132248,300.599,-0.000413943,2.44768,7.39654e-06,3.23738e-08,0.000152092,0.000179627
7.25,0.25,0.75,0.125,0.00253984,-0.00327805,0.000139852,300.592,-0.000427362,2.44772,8.34227e-06,3.87262e-08,0.000161736,0.000190604
7.75,0.25,0.75,0.125,0.00772786,-0.00167139,0.00172164,300.588,-0.000419591,2.44776,9.21284e-06,4.48635e-08,0.000170269,0.000200468
8.25,0.25,0.75,0.125,-0.00918484,0.00840273,0.00735301,300.641,-0.00050625,2.44728,3.10759e-05,2.77551e-07,0.000313145,0.000368294
8.75,0.25,0.75,0.125,-0.0173793,-0.000533503,0.0113343,300.654,-0.000633644,2.44705,3.94769e-05,3.97508e-07,0.000352844,0.000415078
9.25,0.25,0.75,0.125,-0.0164033,-0.00840549,0.0161706,300.662,-0.000513711,2.44712,4.59612e-05,4.99395e-07,0.000380698,0.000447848
9.75,0.25,0.75,0.125,-0.00902202,-0.0166581,0.0192234,300.665,-0.000363261,2.44725,4.57628e-05,4.96187e-07,0.000379859,0.000446865
0.25,0.75,0.75,0.125,0.00400594,-0.0231103,0.00980355,300.676,-4.8961,2.44649,4.90172e-05,5.50052e-07,0.00039313,0.00046248
0.75,0.75,0.75,0.125,0.00910254,-0.0112973,0.00909605,300.677,-4.89616,2.44641,6.33367e-05,6.37892e-07,0.000565986,0.000665853
1.25,0.75,0.75,0.125,0.0133499,0.00475224,0.00721158,300.672,-4.89623,2.44644,5.26484e-05,4.80072e-07,0.000519646,0.000611218
1.75,0.75,0.75,0.125,0.0133526,0.0133835,0.00608388,300.656,-4.89625,2.44677,3.71653e-05,3.05272e-07,0.000407222,0.000479012
2.25,0.75,0.75,0.125,0.010482,0.00808852,0.00528261,300.642,-4.89636,2.44696,2.89956e-05,2.1104e-07,0.000358543,0.000421824
2.75,0.75,0.75,0.125,0.00391135,0.00273372,0.00354313,300.64,-4.89632,2.44704,2.45379e-05,1.53115e-07,0.000353917,0.00041643
3.25,0.75,0.75,0.125,-0.00215178,-0.00221564,0.000397864,300.64,-4.8963,2.44707,1.58713e-05,6.64511e-08,0.000341165,0.00040154
3.75,0.75,0.75,0.125,-0.00156046,-0.00213072,-0.000758747,300.644,-4.89628,2.447,1.21128e-05,4.22029e-08,0.000312886,0.000368322
4.25,0.75,0.75,0.125,-0.00134652,-0.00171912,-0.0014598,300.645,-4.89627,2.44698,1.05082e-05,3.01244e-08,0.000329901,0.000384432
4.75,0.75,0.75,0.125,-0.000283194,-2.31989e-05,-0.002129,300.645,-4.89626,2.447,9.74559e-06,2.39122e-08,0.00035747,0.000436556
5.25,0.75,0.75,0.125,0.000359616,-0.00139312,-0.0020152,300.644,-4.89627,2.447,1.00087e-05,2.45701e-08,0.000366935,0.000420463
5.75,0.75,0.75,0.125,0.00127512,-0.00139893,-0.00147711,300.645,-4.89627,2.44698,1.05684e-05,3.05898e-08,0.000328614,0.000387068
6.25,0.75,0.75,0.125,0.00160965,-0.00216955,-0.000822726,300.644,-4.89629,2.447,1.22684e-05,4.29501e-08,0.000315395,0.000371807
6.75,0.75,0.75,0.125,0.00216596,-0.00213904,0.000387399,300.64,-4.8963,2.44707,1.62008e-05,6.85659e-08,0.000344516,0.000405211
7.25,0.75,0.75,0.125,-0.0040931,0.00289741,0.00360633,300.641,-4.89632,2.44704,2.47587e-05,1.55407e-07,0.000354998,0.000417422
7.75,0.75,0.75,0.125,-0.0104368,0.00821209,0.00527782,300.643,-4.89636,2.44695,2.93319e-05,2.14514e-07,0.000360967,0.000424636
8.25,0.75,0.75,0.125,-0.0136001,0.0132947,0.00607222,300.658,-4.89625,2.44674,3.78038e-05,3.11652e-07,0.000412708,0.00048545
8.75,0.75,0.75,0.125,-0.0133759,0.00401156,0.00724606,300.673,-4.89624,2.44642,5.32828e-05,4.85203e-07,0.000526615,0.00061945
9.25,0.75,0.75,0.125,-0.00930879,-0.0120232,0.00915099,300.677,-4.89616,2.44641,6.31249e-05,6.34862e-07,0.000564891,0.000664566
9.75,0.75,0.75,0.125,-0.00408686,-0.0237944,0.00984446,300.675,-4.89609,2.4465,4.95096e-05,5.58377e-07,0.000395088,0.000464785
0.25,1.25,0.75,0.125,0.00272761,-0.0338663,0.00510644,300.677,-9.79141,2.44617,5.29198e-05,6.17055e-07,0.000408466,0.00048053
0.75,1.25,0.75,0.125,0.00683078,-0.0231517,0.00682858,300.679,-9.79143,2.44608,7.08783e-05,7.20163e-07,0.000627825,0.000738606
1.25,1.25,0.75,0.125,0.0109169,-0.00786269,0.00657196,300.68,-9.79151,2.44597,7.37169e-05,7.14521e-07,0.000684481,0.000805214
1.75,1.25,0.75,0.125,0.0157333,0.0063477,0.00619088,300.67,-9.79162,2.44622,5.44318e-05,4.74323e-07,0.000562178,0.000661294
2.25,1.25,0.75,0.125,0.0161105,0.00695381,0.00587134,300.662,-9.79172,2.44643,3.92452e-05,3.00889e-07,0.000460692,0.00054193
2.75,1.25,0.75,0.125,0.0128805,0.00510185,0.00485671,300.657,-9.79175,2.44657,3.05944e-05,2.06486e-07,0.000407977,0.000479957
3.25,1.25,0.75,0.125,0.00888586,0.00271847,0.00393017,300.657,-9.79173,2.44661,2.5667e-05,1.54545e-07,0.000383654,0.000451287
3.75,1.25,0.75,0.125,0.00374614,-7.04078e-05,0.00220241,300.656,-9.7917,2.44665,2.02103e-05,1.02541e-07,0.0003585,0.000421584
4.25,1.25,0.75,0.125,0.000718747,-0.00178985,-0.000699196,300.657,-9.79168,2.44664,1.49253e-05,5.66482e-08,0.000353916,0.00041623
4.75,1.25,0.75,0.125,2.9953e-05,-0.00172815,-0.00339157,300.659,-9.79168,2.44658,1.28186e-05,3.63674e-08,0.000406643,0.000479498
5.25,1.25,0.75,0.125,6.1234e-05,-0.00186443,-0.00338007,300.659,-9.79168,2.44658,1.28797e-05,3.6868e-08,0.000404953,0.000476284
5.75,1.25,0.75,0.125,-0.000703415,-0.00178814,-0.00063974,300.657,-9.79168,2.44664,1.50001e-05,5.72115e-08,0.000353955,0.000416245
6.25,1.25,0.75,0.125,-0.00381845,-3.23631e-05,0.00226163,300.656,-9.7917,2.44665,2.03242e-05,1.03381e-07,0.000359607,0.000423112
6.75,1.25,0.75,0.125,-0.00895228,0.00278487,0.00393839,300.657,-9.79173,2.44661,2.56847e-05,1.54471e-07,0.000384364,0.000452071
7.25,1.25,0.75,0.125,-0.0129155,0.00523018,0.00482462,300.657,-9.79175,2.44657,3.06289e-05,2.06455e-07,0.00040896,0.000481052
7.75,1.25,0.75,0.125,-0.0160563,0.00712448,0.00578645,300.662,-9.79172,2.44642,3.93479e-05,3.01179e-07,0.000462659,0.00054426
8.25,1.25,0.75,0.125,-0.0156589,0.00638183,0.0060064,300.671,-9.79161,2.4462,5.4555e-05,4.74108e-07,0.000564982,0.000664621
8.75,1.25,0.75,0.125,-0.0107513,-0.0083132,0.00649268,300.68,-9.79151,2.44597,7.34991e-05,7.09966e-07,0.000684809,0.000805621
9.25,1.25,0.75,0.125,-0.00687796,-0.023693,0.00682745,300.679,-9.79143,2.44608,7.06796e-05,7.17148e-07,0.000626934,0.000737559
9.75,1.25,0.75,0.125,-0.00275084,-0.034522,0.00511921,300.677,-9.7914,2.44618,5.3395e-05,6.25397e-07,0.000410287,0.000482668
0.25,1.75,0.75,0.125,0.00242075,-0.0389469,0.00189861,300.678,-14.6866,2.44594,5.61533e-05,6.74479e-07,0.00042075,0.000494987
0.75,1.75,0.75,0.125,0.00587562,-0.0292556,0.00587709,300.681,-14.6866,2.4458,6.92199e-05,6.9308e-07,0.000622187,0.000731946
1.25,1.75,0.75,0.125,0.00726403,-0.0154514,0.00724651,300.684,-14.6867,2.44558,6.77256e-05,6.29849e-07,0.000655408,0.000771001
1.75,1.75,0.75,0.125,0.0115552,-0.00234449,0.00779102,300.683,-14.6868,2.4455,5.65603e-05,4.84978e-07,0.000593668,0.000698341
2.25,1.75,0.75,0.125,0.0143919,0.00356321,0.00731923,300.677,-14.6869,2.4457,4.24942e-05,3.2589e-07,0.000498692,0.000586615
2.75,1.75,0.75,0.125,0.0134845,0.00483663,0.00646226,300.672,-14.687,2.44593,3.27369e-05,2.24359e-07,0.000429906,0.000505722
3.25,1.75,0.75,0.125,0.0108587,0.00406897,0.00542855,300.669,-14.687,2.4461,2.60446e-05,1.59307e-07,0.000383215,0.000450816
3.75,1.75,0.75,0.125,0.00751606,0.002753,0.00391628,300.667,-14.6869,2.44619,2.09175e-05,1.12406e-07,0.000350326,0.000412028
4.25,1.75,0.75,0.125,0.00395018,0.00138188,0.00167329,300.667,-14.6869,2.44622,1.75207e-05,8.00687e-08,0.000345052,0.000406629
4.75,1.75,0.75,0.125,0.00107374,2.91654e-05,-0.00176206,300.667,-14.6869,2.44625,1.67312e-05,6.09107e-08,0.000413619,0.000487367
5.25,1.75,0.75,0.125,-0.00103627,6.11801e-05,-0.00165167,300.667,-14.6869,2.44625,1.67799e-05,6.1561e-08,0.000411638,0.000483838
5.75,1.75,0.75,0.125,-0.0040252,0.00144221,0.00180725,300.667,-14.6869,2.44622,1.76024e-05,8.09784e-08,0.000344362,0.000404742
6.25,1.75,0.75,0.125,-0.00764338,0.0027886,0.00402663,300.667,-14.6869,2.44619,2.104e-05,1.13493e-07,0.000351046,0.000412873
6.75,1.75,0.75,0.125,-0.0109788,0.00410087,0.00550255,300.669,-14.687,2.4461,2.61942e-05,1.60568e-07,0.000384588,0.000452384
7.25,1.75,0.75,0.125,-0.0135379,0.00490409,0.00648727,300.672,-14.687,2.44593,3.29542e-05,2.26223e-07,0.000432045,0.000508234
7.75,1.75,0.75,0.125,-0.0143378,0.0036914,0.00728676,300.677,-14.6869,2.4457,4.28184e-05,3.28879e-07,0.000501725,0.000590215
8.25,1.75,0.75,0.125,-0.0113928,-0.0022361,0.00771114,300.683,-14.6868,2.44551,5.69941e-05,4.89386e-07,0.00059738,0.000702741
8.75,1.75,0.75,0.125,-0.00708317,-0.0156696,0.0072316,300.683,-14.6867,2.44558,6.81113e-05,6.34152e-07,0.000658397,0.000774532
9.25,1.75,0.75,0.125,-0.00584924,-0.0296038,0.00589083,300.681,-14.6866,2.44581,6.95313e-05,6.97044e-07,0.000624228,0.000734351
9.75,1.75,0.75,0.125,-0.00240969,-0.0394826,0.00191865,300.678,-14.6866,2.44596,5.66048e-05,6.82641e-07,0.000422431,0.000496958
0.25,2.25,0.75,0.125,0.0021444,-0.0416924,-0.0004736,300.679,-19.5817,2.44587,5.94013e-05,7.33852e-07,0.00043274,0.000509095
0.75,2.25,0.75,0.125,0.00534578,-0.0325773,0.00534994,300.681,-19.5817,2.44565,7.11519e-05,7.20446e-07,0.000632431,0.000743987
1.25,2.25,0.75,0.125,0.00415877,-0.0201412,0.00794002,300.685,-19.5818,2.44534,6.89825e-05,6.50278e-07,0.000658599,0.000774752
1.75,2.25,0.75,0.125,0.00535172,-0.00784156,0.0095179,300.688,-19.5819,2.44507,5.81676e-05,5.14341e-07,0.000592044,0.000696446
2.25,2.25,0.75,0.125,0.00616482,-0.000488817,0.0100244,300.687,-19.582,2.445,4.52474e-05,3.71755e-07,0.000495649,0.000583048
2.75,2.25,0.75,0.125,0.00624474,0.0033611,0.00913985,300.685,-19.582,2.44514,3.53017e-05,2.6487e-07,0.000423449,0.000498135
3.25,2.25,0.75,0.125,0.00510393,0.00455098,0.00778758,300.681,-19.582,2.44536,2.79803e-05,1.89208e-07,0.000372398,0.000438112
3.75,2.25,0.75,0.125,0.0033398,0.00456159,0.00633831,300.679,-19.582,2.44553,2.19701e-05,1.31804e-07,0.000329593,0.000387912
4.25,2.25,0.75,0.125,0.0014393,0.00429381,0.00486479,300.677,-19.582,2.44564,1.74513e-05,9.16464e-08,0.000299076,0.000353279
4.75,2.25,0.75,0.125,0.000171628,0.00400996,0.00316233,300.676,-19.582,2.44568,1.58553e-05,7.42885e-08,0.000304556,0.000361692
5.25,2.25,0.75,0.125,-0.000117782,0.004026,0.00319526,300.676,-19.582,2.44568,1.59119e-05,7.46862e-08,0.000305104,0.000358503
5.75,2.25,0.75,0.125,-0.0013502,0.00429669,0.00496211,300.677,-19.582,2.44563,1.7669e-05,9.35989e-08,0.00030019,0.000352752
6.25,2.25,0.75,0.125,-0.00324089,0.00452033,0.00645077,300.679,-19.582,2.44552,2.22911e-05,1.34942e-07,0.000331403,0.000389721
6.75,2.25,0.75,0.125,-0.00502464,0.00446814,0.00790323,300.681,-19.582,2.44535,2.83973e-05,1.93613e-07,0.000374853,0.000440896
7.25,2.25,0.75,0.125,-0.006153,0.00327659,0.00924944,300.685,-19.582,2.44514,3.58038e-05,2.70473e-07,0.000426557,0.000501753
7.75,2.25,0.75,0.125,-0.00608018,-0.000486493,0.0101086,300.687,-19.582,2.44501,4.57401e-05,3.77464e-07,0.000498839,0.00058682
8.25,2.25,0.75,0.125,-0.00518848,-0.00778179,0.0095531,300.688,-19.5819,2.44508,5.871e-05,5.20731e-07,0.000595735,0.000700807
8.75,2.25,0.75,0.125,-0.004004,-0.0202235,0.00796447,300.685,-19.5818,2.44535,6.95343e-05,6.56845e-07,0.000662489,0.00077934
9.25,2.25,0.75,0.125,-0.00528475,-0.0328068,0.00539464,300.681,-19.5817,2.44566,7.1645e-05,7.26852e-07,0.000635578,0.000747696
9.75,2.25,0.75,0.125,-0.00211662,-0.0421203,-0.000421262,300.679,-19.5817,2.44589,5.98214e-05,7.41659e-07,0.000434262,0.000510879
0.25,2.75,0.75,0.125,0.00151581,-0.0426004,-0.00228329,300.679,-24.4766,2.44594,6.30054e-05,8.01654e-07,0.000445668,0.000524306
0.75,2.75,0.75,0.125,0.00482773,-0.0330459,0.00483306,300.682,-24.4767,2.44557,7.44895e-05,7.69663e-07,0.000648832,0.000763284
1.25,2.75,0.75,0.125,0.00154404,-0.0214961,0.00790435,300.686,-24.4768,2.44515,7.33194e-05,7.08859e-07,0.000682528,0.00080291
1.75,2.75,0.75,0.125,0.00116095,-0.0101732,0.0096054,300.689,-24.4769,2.4448,6.6389e-05,6.16241e-07,0.000643701,0.000757225
2.25,2.75,0.75,0.125,-0.00045372,-0.00244724,0.0105166,300.691,-24.477,2.44461,5.58074e-05,5.05139e-07,0.0005549,0.000652761
2.75,2.75,0.75,0.125,-0.000358202,0.00194892,0.0104489,300.69,-24.477,2.44462,4.47128e-05,3.91054e-07,0.000460118,0.00054125
3.25,2.75,0.75,0.125,-0.000701206,0.00368414,0.00962375,300.689,-24.477,2.44472,3.78053e-05,3.17195e-07,0.00040553,0.000477052
3.75,2.75,0.75,0.125,-0.000890768,0.00448795,0.00878092,300.688,-24.477,2.44481,3.21112e-05,2.57303e-07,0.00036067,0.000424288
4.25,2.75,0.75,0.125,-0.00092835,0.00461099,0.00818822,300.687,-24.477,2.44486,2.83635e-05,2.19063e-07,0.000330517,0.000389005
4.75,2.75,0.75,0.125,-0.000484473,0.0042909,0.00773558,300.687,-24.477,2.44489,2.68333e-05,2.01228e-07,0.000322035,0.000379317
5.25,2.75,0.75,0.125,0.000593107,0.00426632,0.00776264,300.687,-24.477,2.44489,2.6951e-05,2.0252e-07,0.000322794,0.000379554
5.75,2.75,0.75,0.125,0.00108223,0.00455299,0.00823664,300.687,-24.477,2.44486,2.8602e-05,2.21666e-07,0.000332151,0.000390545
6.25,2.75,0.75,0.125,0.0010657,0.00441698,0.0088357,300.688,-24.477,2.4448,3.24199e-05,2.60821e-07,0.000362679,0.000426543
6.75,2.75,0.75,0.125,0.000859637,0.00360255,0.00967819,300.689,-24.477,2.44472,3.81702e-05,3.21506e-07,0.000407853,0.000479738
7.25,2.75,0.75,0.125,0.000483821,0.0018701,0.0104954,300.69,-24.477,2.44463,4.51272e-05,3.96084e-07,0.000462734,0.000544332
7.75,2.75,0.75,0.125,0.00055476,-0.00246425,0.0105583,300.691,-24.477,2.44462,5.62145e-05,5.10245e-07,0.000557391,0.000655711
8.25,2.75,0.75,0.125,-0.00102991,-0.010148,0.00964048,300.689,-24.4769,2.44481,6.69214e-05,6.2264e-07,0.000647345,0.000761527
8.75,2.75,0.75,0.125,-0.00140575,-0.0215346,0.00794013,300.686,-24.4768,2.44516,7.38639e-05,7.15378e-07,0.000686391,0.000807468
9.25,2.75,0.75,0.125,-0.00474884,-0.0332191,0.00489357,300.682,-24.4767,2.44558,7.50021e-05,7.76381e-07,0.000652101,0.000767138
9.75,2.75,0.75,0.125,-0.00148255,-0.0429374,-0.00220408,300.679,-24.4766,2.44596,6.33921e-05,8.0905e-07,0.00044703,0.000525902
0.25,3.25,0.75,0.125,0.000248459,-0.0417871,-0.00397074,300.678,-29.3715,2.44614,6.69536e-05,8.78188e-07,0.000459412,0.000540477
0.75,3.25,0.75,0.125,0.00359342,-0.0315533,0.00359921,300.683,-29.3717,2.44552,7.80017e-05,8.27403e-07,0.00066181,0.000778561
1.25,3.25,0.75,0.125,-0.00115176,-0.0211185,0.0067556,300.688,-29.3717,2.44498,7.81532e-05,7.79078e-07,0.000705595,0.000830062
1.75,3.25,0.75,0.125,-0.00188851,-0.0117116,0.00819921,300.691,-29.3719,2.44455,7.55186e-05,7.26119e-07,0.000706875,0.000831557
2.25,3.25,0.75,0.125,-0.00345897,-0.00549046,0.00901606,300.693,-29.3719,2.44433,7.11573e-05,6.75234e-07,0.000674881,0.000793913
2.75,3.25,0.75,0.125,-0.00355902,-0.00182659,0.00945971,300.693,-29.372,2.44423,6.33073e-05,5.93955e-07,0.00060729,0.000714394
3.25,3.25,0.75,0.125,-0.00322041,0.000409083,0.00969904,300.693,-29.372,2.44425,5.31736e-05,4.8969e-07,0.000519654,0.000611314
3.75,3.25,0.75,0.125,-0.00270332,0.00170889,0.00964594,300.692,-29.372,2.44428,4.58387e-05,4.13664e-07,0.000457151,0.000537791
4.25,3.25,0.75,0.125,-0.00188666,0.00219077,0.00957104,300.692,-29.372,2.44431,4.16966e-05,3.70176e-07,0.000422704,0.000497265
4.75,3.25,0.75,0.125,-0.000716823,0.0020922,0.00948898,300.691,-29.372,2.44435,3.92695e-05,3.42677e-07,0.000405012,0.000476463
5.25,3.25,0.75,0.125,0.000911595,0.0020458,0.00948752,300.691,-29.372,2.44435,3.93669e-05,3.43638e-07,0.000405885,0.000477386
5.75,3.25,0.75,0.125,0.0020856,0.00209011,0.00956645,300.692,-29.372,2.44431,4.18565e-05,3.7166e-07,0.00042425,0.000498986
6.25,3.25,0.75,0.125,0.00290203,0.00159844,0.00963657,300.692,-29.372,2.44428,4.60511e-05,4.15689e-07,0.00045915,0.000540073
6.75,3.25,0.75,0.125,0.0034012,0.000296198,0.00967285,300.693,-29.372,2.44425,5.35646e-05,4.93523e-07,0.000523227,0.000615474
7.25,3.25,0.75,0.125,0.00371376,-0.00194038,0.00943053,300.693,-29.372,2.44423,6.37763e-05,5.98742e-07,0.000611395,0.000719221
7.75,3.25,0.75,0.125,0.00358718,-0.00556866,0.00900267,300.692,-29.3719,2.44433,7.16247e-05,6.80387e-07,0.000678598,0.000798298
8.25,3.25,0.75,0.125,0.00201946,-0.0117552,0.00820325,300.691,-29.3719,2.44456,7.60342e-05,7.32101e-07,0.000710705,0.00083608
8.75,3.25,0.75,0.125,0.00128821,-0.0211468,0.00677785,300.688,-29.3717,2.44499,7.86514e-05,7.84955e-07,0.000709269,0.000834398
9.25,3.25,0.75,0.125,-0.0034934,-0.0316957,0.00365378,300.683,-29.3717,2.44554,7.85056e-05,8.34096e-07,0.000665009,0.000782333
9.75,3.25,0.75,0.125,-0.000212279,-0.0420541,-0.00388255,300.678,-29.3715,2.44617,6.73114e-05,8.85242e-07,0.000460637,0.000541912
0.25,3.75,0.75,0.125,-0.00188364,-0.0382544,-0.00617499,300.677,-34.2662,2.44654,7.13903e-05,9.66926e-07,0.000474381,0.00055809
0.75,3.75,0.75,0.125,0.000655216,-0.0274669,0.000661288,300.684,-34.2665,2.44557,8.25814e-05,9.21073e-07,0.000666367,0.000783934
1.25,3.75,0.75,0.125,-0.00489762,-0.0193097,0.00320066,300.689,-34.2666,2.4449,8.50787e-05,9.04489e-07,0.000720247,0.000847317
1.75,3.75,0.75,0.125,-0.00576,-0.0124121,0.00381902,300.692,-34.2667,2.44437,8.71826e-05,8.94799e-07,0.000764499,0.000899367
2.25,3.75,0.75,0.125,-0.00678617,-0.00727271,0.0039494,300.695,-34.2668,2.44405,8.98085e-05,9.07379e-07,0.000799997,0.000941118
2.75,3.75,0.75,0.125,-0.00624309,-0.00362044,0.00409298,300.696,-34.2668,2.44386,8.97914e-05,8.95772e-07,0.000810056,0.00095294
3.25,3.75,0.75,0.125,-0.00510099,-0.00121015,0.00443667,300.696,-34.2669,2.44377,8.71681e-05,8.59207e-07,0.000795903,0.000936283
3.75,3.75,0.75,0.125,-0.00350865,0.000510605,0.00504353,300.696,-34.2669,2.44375,8.1154e-05,7.87337e-07,0.000752839,0.000885616
4.25,3.75,0.75,0.125,-0.0017869,0.00111087,0.00566384,300.696,-34.2669,2.44377,7.3408e-05,7.01663e-07,0.000691196,0.000813073
4.75,3.75,0.75,0.125,-0.000461607,0.00106189,0.00639744,300.695,-34.2669,2.44384,6.43089e-05,5.96821e-07,0.000623649,0.00073357
